urlOfProject,nameOfProject,descriptionOfProject,problemSolved,challengesFaced,technologiesUsed
https://devfolio.co/projects/deep-learning-simplified-f013,Deep Learning Simplified 💻🧠,"""For the Contributors, By the Contributors!""✨ An Open Source Project Repository, maintained by, Abhishek Sharma👨‍💻",,,"OpenCV, Machine Learning, Deep Learning, Natural language processing (NLP), Computer Vision, Image Processing, Convolutional neural network (CNN), Neural Network"
https://devfolio.co/projects/kyc-document-verification-with-live-video-e69e,KYC Document Verification With Live Video,"The KYC Verification System achieves the following objectives - 
1) Perform face matching using live video and government ID proof
2) To check for authentication of the ID proof provided",,,"Bootstrap, JavaScript, Flask, NumPy, OpenCV, Python, HaarCascades, HTML/CSS, PyAutoGUI"
https://devfolio.co/projects/fud-crypter-8b64,FUD Crypter,A tool used for the red teams to evaluate the effectiveness of antivirus and firewall system.,,,"Tkinter, Python, AES, Encryption, RSA, ECC, Pyarmor"
https://devfolio.co/projects/figma-copilot-c377,Figma Co-pilot,A comprehensive design assistant (Figma Plugin).,,,"Node.js, Webpack, Figma, TypeScript, reactjs"
https://devfolio.co/projects/althsis-30ca,Althsis,We analyze your all banks data,,,"Node.js, JS, Heroku, Git, GitHub, Express.js, Chart.js, React.js, CSS3​, HTML5​"
https://devfolio.co/projects/vision-0b35,Vision,Trying to make this world a little safer for those who make this world.,,,"Django, JavaScript, TensorFlow, Electron, Keras, Python, AWS, HTML/CSS, Nodejs"
https://devfolio.co/projects/locowin-5792,LoCoWin,Providing Accessible Healthcare,,,"React, Leaflet, Machine Learning, SQL, C++, Django rest framework"
https://devfolio.co/projects/nirnayaak-ec65,Nirnayaak,Say goodbye to legal research woes and hello to 'AI-ndian' magic with our document search engine with an innovative ranking algorithm,,,"React, Node.js, Flask, GitHub, AWS, MongoDB, OpenAi, Twilio, DigitalOcean, Cohere"
https://devfolio.co/projects/facialidentityverificationonblockchainwithma-2edd,Facial-Identity-Verification-on-Blockchain-with-Ml,"Welcome to our groundbreaking platform, where cutting-edge technology meets the simplicity of facial recognition. Imagine a world where your face becomes your secure key, tracked through blockchain.",,,"HTML, CSS, Machine Learning, Python, AWS, TypeScript, Dlib, Face Recognition, chromadb, scrypt-ts"
https://devfolio.co/projects/vitality-f195,vitality,"PCOD (Polycystic Ovary Disease) and PCOS (Polycystic Ovary Syndrome) are common endocrine disorders affecting reproductive-age individuals, characterized by hormonal imbalances and ovarian cysts, ofte",,,"Kotlin, we used android studi"
https://devfolio.co/projects/fundngo-5f89,FundN’GO,Decentralizing NGO donations,,,4. MongoDB - Backend Database
https://devfolio.co/projects/chesspos-e565,ChessPos,"Your Position, Your Ownership.",,,"Solidity, React, JavaScript, Socket.IO, Figma, Web3, Blockchain, Material-UI, moralis"
https://devfolio.co/projects/superloud-f7c1,Superloud,"Superloud is a platform that brings artists and fans together via a fun karaoke experience. Curate songs, livestream your karaoke sessions, create video collectibles & compete in karaoke challenges !",,,"Infura, The Graph, Livepeer, Superfluid, Ethers, Polygon Mumbai Testnet, Quicknode, Arcana Auth SDK, SolidJS"
https://devfolio.co/projects/loginsign-up-page-df53,Login/Sign Up Page,C++ code for login/sign up page.,,,"C++, VSCODE"
https://devfolio.co/projects/disney-hotstar-clone-ba3c,Disney+ Hotstar Clone,"It is a clone of one of the most famous websites, Disney+ Hotstar.",,,"CSS, JavaScript, HTML5"
https://devfolio.co/projects/offsubmit,OffSubmit,Making online exams happen offline,,,"Solidity, React, Flutter, Matic, Web3, Ethereum, Twilio, Portis, Spring Boot"
https://devfolio.co/projects/layer-9412,Layer,smart contract development simplified,,,"React, TypeScript, Nodejs, VSCODE, ethersjs, VScode Extension API"
https://devfolio.co/projects/blockvest-blockchaininvestmentfestival-a247,BLOCKVEST - Blockchain-Investment-Festival,Platform in the web3 industry that aims to accelerate the adoption of crypto,,,"Solidity, PHP, JavaScript, Laravel, Vue"
https://devfolio.co/projects/proof-of-trust-7407,Proof Of Trust,"No more insolvency, a protocol layer to audit and validate reserves against liabilities of Centralised Exchanges.",,,"Solidity, React, Node.js, JavaScript, ethers.js"
https://devfolio.co/projects/servd-his-and-hers-cards-list-pdf-75a7,Servd - his and hers cards list pdf,Servd - his and hers cards list pdf,,,Python
https://devfolio.co/projects/saathi-9284,Saathi,Hope || Positivity wall || Heal,,,"Android Studio, Dart, Figma, GitHub, Firestore, Firebase Authentication, Fluttert"
https://devfolio.co/projects/my-air-visual-c572,My Air Visual,"""Empowering Every Breath: Your Personal Air Quality Companion""",,,"Redux, Database - Mongodb, Front End - React Js, Back End - Node js expressJs, Figma-UI/UX design, Hardware - Arduino, Blynk-web dashboard"
https://devfolio.co/projects/fanbase-or-coldplay-tickets-made-easy-a8be,Fanbase | Coldplay tickets made easy,The Ticket Protocol prioritises your number in the queue based on Spotify OAuth - redefining fairness with transparency and royalties baked in.,,,"Solidity, Python, TypeScript, Ethereum, Wagmi, Cairo, EVM, BASE, BASE-INDIA"
https://devfolio.co/projects/samacharai-a80e,samachar.AI,"Samachar AI makes staying updated easy and fun, bringing short, personalized AI powered news right to you.",,,"Django, HTML/CSS, Supabase, gemini"
https://devfolio.co/projects/arena-b-losungen-pdf-5f26,Arena b1 lösungen pdf,Arena b1 lösungen pdf,,,Python
https://devfolio.co/projects/acharya-your-personal-ai-tutor-that-talks-to-you-0b06,Acharya: Personal AI Tutor,"Acharya is your Personal AI tutor caters to your learning preferences. It can teach you anything ranging from JEE Physics to History, and quizzes you regularly to assess and assist your progress.",,,"React, Flask, Python, gpt4, GCloud"
https://devfolio.co/projects/egg-wars-a-game-on-base-d9bb,Egg Wars: A Game on Base,A game where players compete to build the biggest army of chickens and produce the most $EGG,,,"Solidity, React, Next.js, forge, API3, BASE"
https://devfolio.co/projects/laser-based-farm-security-system-50e9,Laser Based Farm Security System,"Nowadays,the farming is done in the villages near to the hills in which  animals are disturbing the farming mostly in night time.For that a concept of electric fencing came into existence to prevent.",,,"Raspberry Pi, LDR, Surveillance Camera, Detection, Intimation, LASER, Electronic cracker, GSM."
https://devfolio.co/projects/college-predictor-1,College Predictor,We at https://collegepredictor.ml have a web-app that predicts your Rank and the colleges with the branches based on your Percentile,,,"CSS, Flask, NumPy, Machine Learning, Heroku, Docker, HTML5, Jinja"
https://devfolio.co/projects/aphree-e660,Aphree,Online blood bank donation platform,,,"PHP, HTML, Node.js, CSS, JavaScript, Java, MySQL, Express.js, React Native, MongoDB Atlas"
https://devfolio.co/projects/college-manager-9cff,College Manager,One-stop solution for all problem - #TheNewNormal,,,"HTML, Bootstrap, Node.js, JavaScript, Express.js, MongoDB, CSS3​, HTML5​"
https://devfolio.co/projects/clinica-e4f7,Clinica,Clinica tackles the problem of a weak supply chain using AI and bridges the poor distinction between the price of branded and generic medicines by building a specific platform for selling medicines.,,,"Node.js, JavaScript, Flask, scikit-learn, NumPy, pandas, expressjs, Google Authentication, Firebase Cloud Firestore, HTML5 CSS3"
https://devfolio.co/projects/solidity-copilot-e15f,Solidity Copilot,Automatic smart contract auditing and code refactoring using GPT4,,,"Python, TypeScript, OpenAi, Svelte, langchain, hardhat gas reporter"
https://devfolio.co/projects/you-sign,You Sign,Blockchain based digital document signing application for secure signing and verification of documents.,,,"IPFS, React, Torus, Web3, Ethereum, Truffle Suite"
https://devfolio.co/projects/cyclonet-fd57,CycloNet,Cyclone intensity estimation using INSAT3D imagery with the click of a button,,,"JavaScript, Flask, PyTorch, HTML5, Python, PostgreSQL, CSS3"
https://devfolio.co/projects/money-mitr-e2fc,Money Mitra,"Effortlessly Manage Your Money: Speak, Snap, and Type Your Way to Financial Freedom Directly from whatsapp",,,"React, Django, React Native, OpenAi, Hugging Face, llma2, splitwise"
https://devfolio.co/projects/evoting-system-using-blockchain-a477,E-Voting System Using Blockchain,"""Revolutionizing Democracy: A Blockchain-based E-Voting System for Transparent and Secure Elections""",,,"Solidity, Ganache, Vercel, Truffle, Vite, Etherjs, Vue js, riplet"
https://devfolio.co/projects/blockchain-digital-identity-management-system,BLOCKCHAIN - DIGITAL IDENTITY MANAGEMENT SYSTEM,The aim of this project is to securely store and manage individual’s Identity in digital form on blockchain for background verification and the individual has control over documents he want to share.,,,"Solidity, MetaMask, Embedded Javascript (EJS), JSON, Matic, Portis"
https://devfolio.co/projects/discovery-account-de9d,Discovery Account,"Discovery Account offers a secure and user-friendly solution, safeguarding both casual and advanced users against scams, as well as the risks of private key leakages by using account abstraction.",,,"AAVE, EF: Account Abstraction, Optimism, Scroll, EF: Privacy and Scaling"
https://devfolio.co/projects/mealzip-b5ae,MealZip,"We aim to provide an Android App allowing students to order food online from college canteens and local food outlets,which reduces hussle and gathering hence preventing Covid19 from spreading.",,,"Node.js, MongoDB Atlas, Andoid, adityaguptagkp"
https://devfolio.co/projects/nimble-4bdc,Nimble,Be market ready,,,"Firebase, Python, Flutter, AI/ML"
https://devfolio.co/projects/share-ride-aa7b,Share Ride,A decentralized and fully transparent ride-sharing dapp,,,"React, Rust, TypeScript, SCSS, Solana, Arweave, Anchor, phantom"
https://devfolio.co/projects/tinyhack-ff7c,Tinyhack,a project with a goal to create better habits for writing more secure contracts.,,,"Next.js, MongoDB, Prisma, Dynamic NFTs"
https://devfolio.co/projects/cctv-recap,CCTV Recap,Summarize hours of footage shot by static CCTV cameras into a short clip that shows all events as if they're occurring concurrently with timestamps as shown in the demo.,,,"NumPy, OpenCV"
https://devfolio.co/projects/mess-management-system-89c5,Mess Management system,"Mess Management System refers to the process of managing the operations of a mess or canteen, where food is prepared and served to a group of people such as students, employees, or guests.",,,"PHP, MySQL, HTML/CSS, HTML5​"
https://devfolio.co/projects/stakefit-f855,StakeFit,A bet on your fitness,,,"Solidity, Next.js, Progressive Web Apps (PWA), Python, Blockchain, NFT, Smart Contracts, ScaffoldEth, MPC Wallet, CDP"
https://devfolio.co/projects/el-secreto-de-aprender-a-invertir-pdf-9ad1,El secreto de aprender a invertir pdf,El secreto de aprender a invertir pdf,,,Python
https://devfolio.co/projects/signature-forgery-detection-6e7f,Signature Forgery Detection,Our project main focuses on banking security. We have designed a DL model integrated with an android application which can analyze and predicting whether the signature is genuine or forgery.,,,"Firebase, TensorFlow, NumPy, Java, Android Studio, Android SDK, Python, Computer Vision, Keras CNN, Firebase Authentication"
https://devfolio.co/projects/medistop-97f3,MediStop - One Stop For All MediNeeds,MediStop is a one stop solution for all your medical needs. It is a health-tech tool which brings the whole medical world in your handset,,,"HTML, CSS, JavaScript, GitHub, MongoDB, Nodejs"
https://devfolio.co/projects/dtechtives,DTechtives,Attention is the key for security and our project helps you to be alert at the key moment using state of the art machine intelligence.,,,"Django, Raspberry Pi, Machine Learning, Python, Linux, Iot"
https://devfolio.co/projects/prijour-9fa0,PriJour,Where your emotion meets our devotion,,,"Node.js, CSS, JavaScript, MongoDB, IBM Watson Assistant, HTML5​, vader-sentiment(For sentiment analysis)"
https://devfolio.co/projects/trackiconic-mr-fever-tracker-by-the-unacceptable-4c8a,Track-Iconic Mr Fever Tracker  By The Unacceptable,A Virtual World of Live Track.,,,"Bootstrap, Firebase, JavaScript, Internet of Things (IoT), Arduino IDE, IFTTT, ThingSpeak, echoAR, CSS3​, HTML5​"
https://devfolio.co/projects/forward-swap-e210,Forward Swap,Decentralized exchange to Swap tokens without Eth,,,"Solidity, Ethereum, Uniswap, Biconomy SDK, React.js"
https://devfolio.co/projects/learnmateai-4b00,LearnMateAI,Unlock Your Academic Potential with LearnMateAI: Personalized Learning for Smarter Results,,,"React, TensorFlow, Python, OpenAi, Tailwind CSS, Natural Language Processing, Google Cloud API, Framer Motion, Huggingface_API, Intel-oneAPI"
https://devfolio.co/projects/code-collaborator-466c,Code Collaborator,"Pair Programming made easy and fun - solve problems with your fellow peers, realtime chat and share code using Whatsapp.",,,"React, Next.js, Socket.IO, sequelize.js, Twilio, Auth0, Nodejs, CockRoachDB, Chakra-UI, React-ace"
https://devfolio.co/projects/karbonomy-cd3b,Karbonomy Hub,"Karbonomy Hub is the center for massive Web3 adoption to form the ecosystem of carbon credit community-owned.
Tokenized carbon credit help to grow the voluntary carbon market in transparent and high.",,,"JavaScript, Rust, nestjs, reactjs, Substrate, Polkadot JS, Near BOS, ink"
https://devfolio.co/projects/dear-canary-12ad,dear Canary,Its ok to be not ok...,,,"Android Studio, Dart, Postman, Flutter, Adobe Photoshop, Twilio, Alan AI, cockroach db, adobe primiere pro"
